Rk,Player,Pos,Squad,Age,Born,90s,Att,PassTypesLive,PassTypesDead,PassTypesFK,PassTypesTB,PassTypesSw,PassTypesCrs,PassTypesTI,PassTypesCK,CornerKicksIn,CornerKicksOut,CornerKicksStr,OutcomesCmp,OutcomesOff,OutcomesBlocks,Matches,ID
378,Nélson Semedo,DF,pt Portugal,30,1993,1.1,56,48,7,1,0,0,3,6,0,0,0,0,50,1,1,Matches,NéDFpt301993
379,Benjamin Šeško,FW,si Slovenia,20,2003,4.0,71,70,0,0,0,0,1,0,0,0,0,0,43,1,3,Matches,BeFWsi202003
380,Petr Ševčík,MF,cz Czechia,29,1994,0.2,26,26,0,0,0,0,0,0,0,0,0,0,20,0,1,Matches,PeMFcz291994
381,Stephan El Shaarawy,FW,it Italy,31,1992,0.5,10,10,0,0,0,0,0,0,0,0,0,0,8,0,0,Matches,StFWit311992
382,Lawrence Shankland,FW,sct Scotland,28,1995,0.3,11,11,0,0,0,0,1,0,0,0,0,0,5,0,0,Matches,LaFWsc281995
383,Mykola Shaparenko,MF,ua Ukraine,25,1998,2.4,129,126,2,2,2,1,3,0,0,0,0,0,111,1,2,Matches,MyMFua251998
384,Xherdan Shaqiri,MF/FW,ch Switzerland,32,1991,0.8,38,27,10,1,0,0,6,0,7,5,0,0,26,1,0,Matches,XhMFch321991
385,Luke Shaw,DF,eng England,28,1995,2.0,87,72,15,4,0,1,7,11,0,0,0,0,76,0,1,Matches,LuDFen281995
386,Vincent Sierro,MF,ch Switzerland,28,1995,0.4,25,24,1,0,0,0,1,0,1,0,1,0,15,0,1,Matches,ViMFch281995
387,António Silva,DF,pt Portugal,20,2003,0.8,66,64,2,0,0,0,0,2,0,0,0,0,59,0,0,Matches,AnDFpt202003
388,Bernardo Silva,FW/MF,pt Portugal,29,1994,4.7,267,247,18,4,0,1,11,6,8,2,0,0,239,2,5,Matches,BeFWpt291994
389,Unai Simón,GK,es Spain,26,1997,6.3,245,199,45,10,0,0,0,0,0,0,0,0,191,1,1,Matches,UnGKes261997
390,Xavi Simons,MF/FW,nl Netherlands,20,2003,5.0,184,177,4,1,0,1,8,0,2,1,1,0,152,3,4,Matches,XaMFnl202003
391,Michał Skóraś,DF,pl Poland,23,2000,0.3,9,9,0,0,0,0,0,0,0,0,0,0,6,0,1,Matches,MiDFpl232000
392,Łukasz Skorupski,GK,pl Poland,32,1991,1.0,29,14,15,2,0,0,0,0,0,0,0,0,24,0,0,Matches,ŁuGKpl321991
393,Andreas Skov Olsen,MF/FW,dk Denmark,24,1999,1.4,38,36,2,0,0,0,3,1,1,1,0,0,30,0,2,Matches,AnMFdk241999
394,Milan Škriniar,DF,sk Slovakia,28,1995,4.3,282,263,18,14,0,3,0,0,0,0,0,0,257,1,0,Matches,MiDFsk281995
395,Bartosz Slisz,MF,pl Poland,24,1999,1.2,43,43,0,0,0,0,0,0,0,0,0,0,35,0,0,Matches,BaMFpl241999
396,Yann Sommer,GK,ch Switzerland,35,1988,5.3,167,142,24,6,0,0,0,0,0,0,0,0,138,1,0,Matches,YaGKch351988
397,Deian Sorescu,MF/DF,ro Romania,26,1997,0.4,16,11,5,1,0,0,1,4,0,0,0,0,12,0,0,Matches,DeMFro261997
398,Borna Sosa,DF,hr Croatia,26,1998,0.1,2,2,0,0,0,0,1,0,0,0,0,0,1,0,0,Matches,BoDFhr261998
399,Tomáš Souček,MF,cz Czechia,28,1995,3.0,94,92,2,2,0,1,2,0,0,0,0,0,74,0,1,Matches,ToMFcz281995
400,Andraž Šporar,FW,si Slovenia,29,1994,3.8,69,63,6,0,0,0,5,0,0,0,0,0,46,0,3,Matches,AnFWsi291994
401,Nicolae Stanciu,MF/FW,ro Romania,30,1993,3.9,113,100,13,5,0,3,8,0,5,1,0,0,83,0,5,Matches,NiMFro301993
402,Jindřich Staněk,GK,cz Czechia,27,1996,2.6,75,43,32,8,0,0,0,0,0,0,0,0,48,0,0,Matches,JiGKcz271996
403,Josip Stanišić,DF,hr Croatia,23,2000,2.0,133,119,14,0,0,2,4,14,0,0,0,0,109,0,3,Matches,JosDFhr232000
404,Renato Steffen,DF,ch Switzerland,32,1991,0.0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,Matches,ReDFch321991
405,Taras Stepanenko,MF,ua Ukraine,34,1989,0.9,74,73,1,1,0,0,1,0,0,0,0,0,63,0,0,Matches,TaMFua341989
406,Leonidas Stergiou,DF,ch Switzerland,21,2002,0.5,11,8,3,0,0,0,0,3,0,0,0,0,6,0,1,Matches,LeDFch212002
407,Petar Stojanović,MF,si Slovenia,28,1995,3.5,107,99,7,2,0,1,1,5,0,0,0,0,78,1,5,Matches,PeMFsi281995
408,John Stones,DF,eng England,29,1994,7.7,559,548,11,10,0,8,0,0,0,0,0,0,525,0,2,Matches,JoDFen291994
409,Thomas Strakosha,GK,al Albania,28,1995,3.0,93,57,35,5,0,0,0,0,0,0,0,0,65,1,0,Matches,ThGKal281995
410,Dávid Strelec,FW,sk Slovakia,22,2001,2.0,42,38,4,0,2,0,0,0,0,0,0,0,27,0,1,Matches,DáFWsk222001
411,Callum Styles,MF,hu Hungary,23,2000,0.7,27,25,2,2,1,0,0,0,0,0,0,0,21,0,0,Matches,CaMFhu232000
412,Luka Sučić,FW/MF,hr Croatia,21,2002,1.6,84,81,3,3,1,2,2,0,0,0,0,0,77,0,1,Matches,LuFWhr212002
413,Heorhiy Sudakov,MF,ua Ukraine,21,2002,2.9,120,115,5,1,0,1,5,1,2,0,1,0,100,0,3,Matches,HeMFua212002
414,Pavel Šulc,MF,cz Czechia,23,2000,0.9,16,16,0,0,0,0,0,0,0,0,0,0,12,0,2,Matches,PaMFcz232000
415,Tomáš Suslov,FW/MF,sk Slovakia,21,2002,1.4,54,47,7,1,0,1,12,3,2,1,1,0,38,0,5,Matches,ToFWsk212002
416,Josip Šutalo,DF,hr Croatia,23,2000,3.0,199,194,5,4,0,0,0,1,0,0,0,0,191,0,0,Matches,JoDFhr232000
417,Oleksandr Svatok,DF,ua Ukraine,29,1994,0.9,25,22,3,0,0,0,0,0,0,0,0,0,24,0,0,Matches,OlDFua291994
418,Karol Świderski,FW,pl Poland,27,1997,1.0,16,13,3,0,0,0,3,0,1,0,1,0,11,0,0,Matches,KaFWpl271997
419,Serhiy Sydorchuk,MF,ua Ukraine,32,1991,0.1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches,SeMFua321991
420,Attila Szalai,DF,hu Hungary,26,1998,1.1,59,55,3,1,0,0,1,2,0,0,0,0,48,1,0,Matches,AtDFhu261998
421,Wojciech Szczęsny,GK,pl Poland,33,1990,2.0,66,49,17,4,0,0,0,0,0,0,0,0,42,0,0,Matches,WoGKpl331990
422,Dominik Szoboszlai,MF,hu Hungary,23,2000,3.0,149,107,39,13,0,5,16,10,15,6,5,0,110,3,3,Matches,DoMFhu232000
423,Sebastian Szymański,MF,pl Poland,24,1999,1.2,37,34,3,0,0,0,3,0,2,0,2,0,30,0,1,Matches,SeMFpl241999
424,Dušan Tadić,MF,rs Serbia,35,1988,1.7,87,77,9,1,1,0,14,0,8,5,2,0,65,1,0,Matches,DuMFrs351988
425,Jonathan Tah,DF,de Germany,27,1996,3.5,282,275,7,6,0,0,0,1,0,0,0,0,266,0,0,Matches,JoDFde271996
426,Maksym Talovierov,MF,ua Ukraine,23,2000,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches,MaMFua232000
427,Aurélien Tchouaméni,MF,fr France,24,2000,5.2,381,373,8,8,0,9,6,0,0,0,0,0,355,0,3,Matches,AuMFfr242000
428,Arthur Theate,DF,be Belgium,23,2000,2.8,197,168,29,5,0,2,2,24,0,0,0,0,169,0,2,Matches,ArDFbe232000
429,Marcus Thuram,FW,fr France,26,1997,2.9,53,50,3,0,1,0,0,0,0,0,0,0,45,0,1,Matches,MaFWfr261997
430,Youri Tielemans,MF,be Belgium,26,1997,1.6,112,108,4,2,0,1,3,1,0,0,0,0,96,0,3,Matches,YoMFbe261997
431,Kieran Tierney,DF,sct Scotland,26,1997,1.5,92,80,12,4,0,0,2,6,0,0,0,0,69,0,5,Matches,KiDFsc261997
432,Ivan Toney,FW/MF,eng England,27,1996,0.5,15,15,0,0,0,0,0,0,0,0,0,0,8,0,0,Matches,IvFWen271996
433,Ferrán Torres,FW/MF,es Spain,23,2000,1.7,46,40,6,1,1,1,8,1,4,1,1,0,34,0,2,Matches,FeFWes232000
434,Cenk Tosun,FW,tr Türkiye,32,1991,0.3,4,4,0,0,0,0,0,0,0,0,0,0,2,0,0,Matches,CeFWtr321991
435,Gernot Trauner,DF,at Austria,31,1992,1.0,78,74,4,1,0,0,0,1,0,0,0,0,74,0,1,Matches,GeDFat311992
436,Kieran Trippier,DF,eng England,33,1990,5.0,357,310,46,11,0,4,13,25,10,3,4,0,313,1,4,Matches,KiDFen331990
437,Leandro Trossard,FW,be Belgium,29,1994,1.9,70,68,2,2,0,1,3,0,0,0,0,0,55,0,2,Matches,LeFWbe291994
438,Anatolii Trubin,GK,ua Ukraine,22,2001,2.0,70,52,17,3,0,0,0,0,0,0,0,0,55,1,0,Matches,AnGKua222001
439,Heorhii Tsitaishvili,DF/MF,ge Georgia,23,2000,2.1,68,59,9,1,0,0,11,7,1,1,0,0,47,0,3,Matches,HeDFge232000
440,Viktor Tsyhankov,FW,ua Ukraine,26,1997,0.7,32,29,3,0,0,0,5,0,3,2,0,0,25,0,2,Matches,ViFWua261997
441,Ľubomír Tupta,MF,sk Slovakia,25,1998,0.1,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0,Matches,ĽuMFsk251998
442,Oleksandr Tymchyk,DF,ua Ukraine,27,1997,2.2,83,59,23,1,0,0,8,22,0,0,0,0,66,1,3,Matches,OlDFua271997
443,Deniz Undav,MF,de Germany,27,1996,0.1,2,2,0,0,1,0,0,0,0,0,0,0,1,0,0,Matches,DeMFde271996
444,Dayot Upamecano,DF,fr France,25,1998,6.3,371,357,14,13,0,8,1,1,0,0,0,0,339,0,2,Matches,DaDFfr251998
445,Kacper Urbanski,FW/MF,pl Poland,19,2004,1.6,49,49,0,0,1,0,1,0,0,0,0,0,41,0,0,Matches,KaFWpl192004
446,Virgil van Dijk,DF,nl Netherlands,32,1991,6.0,394,364,29,11,0,0,0,0,0,0,0,0,356,1,0,Matches,ViDFnl321991
447,Vladyslav Vanat,FW,ua Ukraine,22,2002,0.2,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1,Matches,VlFWua222002
448,Barnabás Varga,FW,hu Hungary,30,1994,2.8,54,52,1,0,0,0,0,0,0,0,0,0,27,1,1,Matches,BaFWhu301994
449,Ruben Vargas,MF/FW,ch Switzerland,25,1998,3.4,118,104,14,4,0,0,15,2,7,4,0,0,88,0,5,Matches,RuMFch251998
450,Denis Vavro,DF,sk Slovakia,27,1996,4.3,264,250,14,6,0,7,3,2,0,0,0,0,213,0,3,Matches,DeDFsk271996
451,Joey Veerman,MF,nl Netherlands,25,1998,2.3,167,153,14,4,0,0,13,2,8,2,5,0,131,0,4,Matches,JoMFnl251998
452,Miloš Veljković,DF,rs Serbia,28,1995,3.0,226,225,1,0,0,2,2,1,0,0,0,0,206,0,0,Matches,MiDFrs281995
453,Micky van de Ven,DF,nl Netherlands,22,2001,0.8,43,35,8,1,0,0,1,7,0,0,0,0,33,0,1,Matches,MiDFnl222001
454,Benjamin Verbič,MF,si Slovenia,30,1993,0.8,14,14,0,0,1,0,1,0,0,0,0,0,6,0,1,Matches,BeMFsi301993
455,Bart Verbruggen,GK,nl Netherlands,21,2002,6.0,209,181,28,6,0,0,0,0,0,0,0,0,177,0,0,Matches,BaGKnl212002
456,Jan Vertonghen,DF,be Belgium,36,1987,3.0,209,207,2,1,0,0,0,0,0,0,0,0,196,0,0,Matches,JaDFbe361987
457,Jannik Vestergaard,DF,dk Denmark,31,1992,4.0,268,255,11,4,0,2,0,0,0,0,0,0,250,2,0,Matches,JaDFdk311992
458,Žan Vipotnik,FW,si Slovenia,21,2002,0.2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,ŽaFWsi212002
459,Vitinha,MF,pt Portugal,23,2000,4.0,323,306,16,3,2,1,15,2,11,3,4,0,294,1,7,Matches,ViMFpt232000
460,Daniel Vivian,DF,es Spain,24,1999,1.4,109,107,2,2,0,3,0,0,0,0,0,0,101,0,1,Matches,DaDFes241999
461,Dušan Vlahović,MF/FW,rs Serbia,24,2000,2.0,27,26,1,0,0,1,0,1,0,0,0,0,15,0,1,Matches,DuMFrs242000
462,Stefan de Vrij,DF,nl Netherlands,31,1992,6.0,416,406,10,9,1,2,1,1,0,0,0,0,381,0,2,Matches,StDFnl311992
463,Kyle Walker,DF,eng England,33,1990,7.7,554,487,66,12,0,7,4,54,0,0,0,0,490,1,9,Matches,KyDFen331990
464,Ollie Watkins,FW,eng England,28,1995,0.7,5,4,1,0,0,0,0,0,0,0,0,0,4,0,0,Matches,OlFWen281995
465,Wout Weghorst,FW,nl Netherlands,31,1992,1.5,31,30,1,0,0,0,1,0,0,0,0,0,22,0,2,Matches,WoFWnl311992
466,Andreas Weimann,FW,at Austria,32,1991,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,AnFWat321991
467,Silvan Widmer,DF,ch Switzerland,30,1993,3.3,127,89,38,0,0,0,4,38,0,0,0,0,96,0,5,Matches,SiDFch301993
468,Georginio Wijnaldum,MF,nl Netherlands,33,1990,0.8,16,16,0,0,0,0,0,0,0,0,0,0,10,0,3,Matches,GeMFnl331990
469,Nico Williams,FW,es Spain,21,2002,5.5,220,196,24,3,1,2,33,0,21,14,1,0,179,0,5,Matches,NiFWes212002
470,Patrick Wimmer,FW/MF,at Austria,22,2001,1.5,48,42,5,1,0,0,8,0,4,2,2,0,32,1,2,Matches,PaFWat222001
471,Jonas Wind,FW,dk Denmark,24,1999,2.1,77,77,0,0,0,0,1,0,0,0,0,0,62,0,0,Matches,JoFWdk241999
472,Florian Wirtz,FW/MF,de Germany,20,2003,3.1,190,178,11,2,2,1,5,6,2,0,0,0,168,1,2,Matches,FlFWde202003
473,Maximilian Wöber,DF,at Austria,25,1998,1.9,118,117,1,1,0,0,3,0,0,0,0,0,101,0,1,Matches,MaDFat251998
474,Granit Xhaka,MF,ch Switzerland,31,1992,5.3,407,393,13,11,3,1,1,1,0,0,0,0,369,1,2,Matches,GrMFch311992
475,Lamine Yamal,FW,es Spain,16,2007,5.6,205,188,16,2,2,0,24,2,12,7,0,0,158,1,9,Matches,LaFWes162007
476,Roman Yaremchuk,FW,ua Ukraine,28,1995,1.3,30,29,1,0,0,1,0,0,0,0,0,0,23,0,1,Matches,RoFWua281995
477,Andriy Yarmolenko,FW/MF,ua Ukraine,34,1989,1.2,49,46,3,2,1,0,5,1,0,0,0,0,34,0,1,Matches,AnFWua341989
478,Yusuf Yazıcı,MF/FW,tr Türkiye,27,1997,0.6,20,19,1,0,0,0,0,0,0,0,0,0,16,0,0,Matches,YuMFtr271997
479,Kenan Yıldız,FW/MF,tr Türkiye,18,2005,3.8,110,109,1,0,1,0,2,1,0,0,0,0,92,0,3,Matches,KeFWtr182005
480,Okay Yokuşlu,MF/DF,tr Türkiye,29,1994,0.6,28,28,0,0,0,0,0,0,0,0,0,0,26,0,0,Matches,OkMFtr291994
481,İsmail Yüksek,MF,tr Türkiye,25,1999,1.7,99,99,0,0,0,1,0,0,0,0,0,0,91,0,0,Matches,İsMFtr251999
482,Illia Zabarnyi,DF,ua Ukraine,21,2002,3.0,200,192,7,6,0,1,0,0,0,0,0,0,172,1,1,Matches,IlDFua212002
483,Mattia Zaccagni,MF/FW,it Italy,28,1995,0.9,38,34,4,0,0,0,5,2,2,2,0,0,30,0,0,Matches,MaMFit281995
484,Denis Zakaria,MF,ch Switzerland,27,1996,0.3,7,7,0,0,0,0,0,0,0,0,0,0,7,0,0,Matches,DeMFch271996
485,Nicola Zalewski,DF,pl Poland,22,2002,2.7,100,89,11,2,0,0,10,9,0,0,0,0,73,0,8,Matches,NiDFpl222002
486,Piotr Zieliński,MF,pl Poland,29,1994,2.8,150,136,14,5,1,0,11,0,6,2,4,0,123,0,3,Matches,PiMFpl291994
487,Oleksandr Zinchenko,DF,ua Ukraine,27,1996,2.4,161,146,14,4,0,3,4,7,3,0,1,0,137,1,1,Matches,OlDFua271996
488,Joshua Zirkzee,FW/DF,nl Netherlands,22,2001,0.1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,Matches,JoFWnl222001
489,Andrija Živković,DF,rs Serbia,27,1996,2.7,142,122,20,0,0,2,13,20,0,0,0,0,115,0,6,Matches,AnDFrs271996
490,Budu Zivzivadze,FW/MF,ge Georgia,29,1994,0.2,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,Matches,BuFWge291994
491,Steven Zuber,MF,ch Switzerland,32,1991,0.9,35,35,0,0,0,1,1,0,0,0,0,0,32,0,2,Matches,StMFch321991
492,Martín Zubimendi,MF,es Spain,24,1999,1.6,117,116,1,1,0,1,1,0,0,0,0,0,108,0,1,Matches,MaMFes241999
493,Oleksandr Zubkov,FW,ua Ukraine,27,1996,0.3,10,8,1,0,0,0,0,1,0,0,0,0,6,1,1,Matches,OlFWua271996
